cui,umls_concept
C0205766,Myxofibroma
C1179435,Protein Component
C0178421,Fibroadenoma of breast
C0039538,Teratoma
C0025500,Mesothelioma
C0025202,melanoma
C0036631,Seminoma
C0018552,Hamartoma
C0008519,Ectopic Tissue
C0030289,Pancreatic Extracts
C0334520,"Teratoma, Malignant"
C0011649,Dermoid Cyst
C0206664,Teratocarcinoma
C0449249,Growth rate
C0002793,Anaplasia
C5203959,Well-Differentiated or De-Differentiated New Tumor
C0023798,Lipoma
C0936248,Chondroma
C3161470,Cartilage Cell
C0279705,"Thymoma, type B3, malignant"
C0032219,Pleomorphism (morphologic abnormality)
C0266589,Congenital ear anomaly NOS (disorder)
C0333910,Hyperchromatism
C0007609,Cell Nucleolus
C0017525,Giant Cell Tumors
C0007196,Restrictive cardiomyopathy
C0035237,Respiratory System
C0556636,Gray unit of radiation dose
C0243140,Histopathological aspects
C4704757,Extracellular Polymeric Substances
C0019635,Histocytochemistry
C0037813,Mass Spectrometry
C0332324,Sensitive
C0032854,Poverty
C0019004,Hemodialysis
C4296962,Normal function
C0301948,Chronic graft rejection
C0021059,Immunologic Surveillance
C0683278,Mental Suffering
C1160191,regulation of growth
C1553702,Neighbor
C5554878,Single Cell Specimen
C1522642,Clone
C1510411,metaplastic cell transformation
C0205173,Double (qualifier value)
C0085862,Independence
C1705313,Term (lexical)
C1708067,Flag
C1152411,RNA-directed DNA polymerase activity
C2936457,Host-Derived Cellular Factors
C4763672,Non-Neoplastic Finding
C0016045,fibroma
C1623229,cell growth pattern
C0022674,Renal tubule structure
C0001613,Adrenal Cortex
C1709160,Neoplastic
C0042291,valproic acid
C4277702,Parenchymal Tissue
C5236380,Origin Cell Name
C0023827,liposarcoma
C0008479,Chondrosarcoma
C0013574,Ectoderm
C0014144,Endoderm
C0001418,Adenocarcinoma
C0544886,Somatic mutation
C0030580,Parotid Gland
C0017472,Germ Layers
C0018067,Gonadal structure
C0243161,criteria
C4048267,Cytoplasmic vacuolation
C1820190,plant parenchymal cell differentiation
C0018599,Hardness
C0205245,Functional
C0456972,100 International Units in 0.1mL
1:4 or 1:6,1:4 or 1:6
C2698234,Mitotic Figure
C0183235,Bed sheets
C5205890,Loss of Cell Polarity
C0035412,Rhabdomyosarcoma
C0019933,"Hormones, Ectopic"
C0334044,Dysplasia
C0007099,Carcinoma in Situ
C0878500,Intraepithelial Neoplasia
usual progressive maturation of tall cells in the basal layer to flattened squames on the surface,usual progressive maturation of tall cells in the basal layer to flattened squames on the surface
mild to moderate dysplasias that do not involve the entire thickness of the epithelium,mild to moderate dysplasias that do not involve the entire thickness of the epithelium
C1516170,Cancer Cell Growth
C2348438,Encapsulation
C3266717,Cephalometric soft tissue plane
C0018916,Hemangioma
C0227496,Hepatic capsule structure
C1301757,Invasiveness
C0677930,Primary Neoplasm
C0021102,Implants
C0025149,Medulloblastoma
C0014474,Ependymoma
C1334459,Lymphatic Spread
C0796572,Hematogenous spread
C0684249,Carcinoma of lung
C0678222,Breast Carcinoma
C0567489,Lesion of breast
C0589496,Supraclavicular approach
C0229743,Infraclavicular lymph node group
C0677944,Sentinel node (disorder)
C0429874,Venous flow
C0012621,Body Fluid Discharge
C0595816,Paravertebral route
C2239176,Liver carcinoma
C1522726,Intravenous Route of Drug Administration
C0600139,Prostate carcinoma
C0007121,Bronchogenic Carcinoma
C0027819,Neuroblastoma
C0012171,Dietary Fats
C0023267,Fibroid Tumor
C0043237,World Health Organization
C0003818,arsenic
C0005036,benzene
C0005139,beryllium
C0014180,Endometrium
C0178874,Tumor Progression
C0001973,"Alcoholic Intoxication, Chronic"
C0206530,Germ-Line Mutation
C0041243,Trypsinogen
C0085694,Chronic cholecystitis
C0005390,Bile Acids
C0008350,Cholelithiasis
C0014869,Peptic Esophagitis
C0004763,Barrett Esophagus
C0017119,Gastric Acid
C0677607,Hashimoto Disease
C0079488,Helicobacter pylori
C0023531,Leukoplakia
C0206674,"Adenoma, Villous"
C1336076,Sporadic Breast Carcinoma
C0241889,Family history (finding)
C0376571,BRCA1 gene
C0598034,BRCA2 gene
C0012155,Diet
C0206076,Reproductive History
C0596244,Cancer Risk
C0678227,Causing
C0336535,Environmental agent
C1274041,Guardian
C0023226,Legal Guardians
C1155291,cellular response to DNA damage stimulus
C0085113,NF1 gene
C0027662,Multiple Endocrine Neoplasia
C1333990,Hereditary Nonpolyposis Colorectal Cancer
C2985436,Deleterious Mutation
C1456711,Sun Exposure
C3553776,Hyperchromatic nuclei
C0015950,Fetal Proteins
C0001655,corticotropin
C2826609,Architectural Distortion
C0221925,Stratum Basale
C0443299,Separate
C0015400,Eye Enucleation procedure
C0205223,Encapsulated (qualifier value)
C0332260,Compressing (action)
C0006935,capsule (pharmacologic)
C0162854,Commonwealth of Independent States
C0332523,Retraction (finding)
C0442825,Well defined
C0549178,Continuous
C0036525,Metastatic to
C0521114,Infrequent
C5446671,Locally Invasive Lesion
C0007799,Cerebral Ventricles
C0007806,Cerebrospinal Fluid
C0037925,Spinal Cord
C0231832,Respiratory rate
C3275276,Bronchial lymph node
C1305372,Hilar lymph node
C0222598,Upper outer quadrant of breast
C0729594,Axillary lymph node group
C0205076,Chest wall structure
C0442822,trace amount
C0599880,Treatment Plan
C0019625,Sinus histiocytosis
C0489802,Capillary Beds
C0037949,Vertebral column
C0035092,Structure of renal vein
C0042458,Inferior vena cava structure
C0449289,Degree of differentiation
C0920779,Cancer invasiveness
C4086857,Slow Growing
C1282914,Surrounding (qualifier value)
C0205169,Bad
C0443203,Distant
C0023269,leiomyosarcoma
C5554575,Genetic Predisposition to Malignant Neoplasm
C0025080,Medical Devices
C0019236,Herbicides
C0392419,Industrial fungicide
C0023467,"Leukemia, Myelocytic, Acute"
C0040238,tin
C0030206,Paint
C0035918,Rubber
C0729428,Dry cleaning agent
C1522408,Coating (film)
C0011740,Detergents
C0037638,Solvents
C0033086,Pharmaceutical Preservatives
C0023117,Latex Fixation Tests
C0007742,Ceramics
C0337088,Electrical battery
C1384551,"TRIM25 protein, human"
C0014130,Endocrine System Diseases
C0034705,"Rats, Inbred SHR"
C0596240,Cancer Pain
C0235974,Pancreatic carcinoma
C0153452,Malignant neoplasm of gallbladder
C0152018,Esophageal carcinoma
C0242647,Mucosa-Associated Lymphoid Tissue Lymphoma
C0278701,Gastric Adenocarcinoma
C0476089,Endometrial Carcinoma
C0030851,penis
C0009402,Colorectal Carcinoma
C1880177,Contribution
C0017444,Geographic Factors
C4042916,Genetic Background
C0014412,Environmental Exposure
C0017473,Germ Line
C1880355,Discover
C0017342,"Genes, Dominant"
C0031453,phenylalanine
C0025266,Male population group
C0162735,Point Mutation
C0376544,Hematopoietic Neoplasms
C0007090,Carcinogens
C0013203,Drug resistance
C0034677,"Genes, ras"
C3481518,Inversions
C0026902,MYC Family Genes
C0024301,"Lymphoma, Follicular"
C0178648,Gene Fusion
C0031526,Philadelphia Chromosome
C0008665,"Chromosomes, Human, Pair 22"
C0010802,Cytogenetics
C0812385,BCR gene
C0079413,"Genes, abl"
C2939461,Myeloid neoplasm
C0027022,Myeloproliferative disease
C0162768,Fusion protein
C1412993,EML4 gene
C0017260,Gene Deletion
C1520544,13q14
C0017256,Gene Amplification
C5447942,Gene Amplification Positive
C0281176,Antibody Therapy
C0242957,ERBB2 gene
C0002938,Aneuploidy
C1155748,Mitotic Checkpoints
C0008671,"Chromosomes, Human, Pair 8"
C0812287,MYCN gene
C1334889,NOTCH1 gene
C1333237,DNA Repair Gene
C1883178,Subclone
C0919532,Genomic Instability
C0282688,"Evolution, Molecular"
C0242960,Genetic Heterogeneity
C0521158,Recurrent tumor
C0449295,Limitation
C0153425,Malignant tumor of small intestine
C0599883,Trait
C0079424,Retinoblastoma Genes
C0029005,Oncogene Proteins
C4531170,Abnormal cell proliferation
C5557616,RRAS Gene Mutation
C0751984,Monomeric GTP-Binding Proteins
C0018328,Guanine Nucleotides
C0018340,Guanosine Diphosphate
C0024779,Map
C0142580,"PI3 protein, human"
C0245355,ras GTPase-Activating Proteins
C0812241,BRAF gene
C1511021,BRAF Gene Mutation
C0021547,inositol
C0027831,Neurofibromatosis 1
C0694888,PTEN gene
C0000744,Abetalipoproteinemia
C0080064,Proto-Oncogene Proteins c-abl
C1150607,protein tyrosine kinase activity
C0004891,"Fusion Proteins, bcr-abl"
C0105421,"BCR protein, human"
C5550920,Cyclin-dependent Kinase 4 Inhibitors
C0751483,Familial Retinoblastoma
C0080113,Retinoblastoma Protein
C0035335,Retinoblastoma
C0062776,histone methyltransferase
C0525037,CDKN2A gene
C3849193,"TGFA protein, human"
C1283071,Release - action (qualifier value)
C1332838,Candidate Disease Gene
C0291135,E2F4 Transcription Factor
C1548788,Inappropriate
C0812222,MDM2 gene
C0029007,Oncogene Protein p21(ras)
C1419067,PTGES gene
C0008656,"Chromosomes, Human, Pair 14"
C0008660,"Chromosomes, Human, Pair 18"
C0023473,"Myeloid Leukemia, Chronic"
C0008672,"Chromosomes, Human, Pair 9"
C0808901,EWSR1 gene
C0808900,FLI1 gene
C0085104,Drug Delivery Systems
C4744534,TP53 Negative
C1514559,Protein Overexpression
C0278252,Prognosis bad
C0679058,encoding mental process
C1513354,Mitotic
C0008659,"Chromosomes, Human, Pair 17"
C0008662,"Chromosomes, Human, Pair 2"
C0035696,"RNA, Messenger"
C0597611,Tumor Suppressor Proteins
C1512772,Anastasis
C0024121,Lung Neoplasms
C2004493,"Leukemia, B-Cell"
C5670535,Global DNA Hypomethylation
C1257806,Chromosomal Instability
C0023492,"Leukemia, T-Cell"
C1260953,Suppressed
C1709246,Non-Neoplastic Disorder
C1654934,Immune Evasion
C1154711,response to ether
C0281361,Adenocarcinoma of pancreas
C0061928,GTPase-Activating Proteins
C1519724,Tyrosine Kinase Domain
C0004388,Autonomic nervous system
C0006118,Brain Neoplasms
C0346647,Malignant neoplasm of pancreas
C0149925,Small cell carcinoma of lung
C0005684,Malignant neoplasm of urinary bladder
C0029463,Osteosarcoma
C0012940,DNA-Binding Proteins
C1517341,G1 to S Transition Process
C0146462,E2F transcription factors
C1384539,E2F1 Transcription Factor
C0111429,Cyclin E
C0018517,Half-Life
C0205340,Repaired
C0597602,transforming virus
C1335278,PTN gene
C4505106,Loss of Function Mutation
C0528559,"SMAD1 protein, human"
C0013963,Emergency Medical Technicians
C0042172,E-Cadherin
C0027832,Neurofibromatosis 2
C0083725,Neurofibromatosis Type 1 Protein
C0085114,NF2 gene
C0162832,APC gene
C0032580,Adenomatous Polyposis Coli
C0206677,Adenomatous Polyps
C0028236,Nobel Prize
C0046056,fluorodeoxyglucose F18
C1291081,Metabolic Pathway
C0920502,Embryonic tissue
C3159038,growing cell tip
C0001026,acetyl coenzyme A
C0008857,Citrates
C0003790,Arkansas
C0034348,Pyruvate Kinase
C0017796,Glutaminase
C0027303,NADP
C1711381,RET Gene Mutation
C2697642,IDH1 wt Allele
C0051380,alpha-hydroxyglutarate
C1825692,TET2 gene
C0215343,"MCL1 protein, human"
C0038027,Reproduction spores
C1366587,MCL1 gene
C1332713,CD47 gene
C1332098,APAF1 gene
C0291573,caspase-3
C0600253,Intracisternal A-Particle Elements
C1070653,Puma <Felidae>
C0017351,IGH gene
C0023434,Chronic Lymphocytic Leukemia
C4524828,RB1 Gene Mutation
C0333710,Dicentric chromosome
C2610961,Mitotic Catastrophe
C4551463,Colonic adenomas
C5205543,Malignant Lesion
C0280100,Solid Neoplasm
C0027686,Pathologic Neovascularization
C0037657,Somatomedins
C1658953,tumor vasculature
C1707719,Switch Device
C4277548,Cancer-Associated Fibroblasts
C1517342,Negative Regulation of G1 Phase
C1515171,TP53 Gene Inactivation
C4329454,Biallelic Mutation
C0214897,transforming growth factor-beta type II receptor
C1523298,epithelial to mesenchymal transition
C0009835,Contact Inhibition
C0868955,Edit
C4721610,"Carcinoma, Ovarian Epithelial"
C3820790,glycolytic fermentation via PFOR pathway
C0032743,Positron-Emission Tomography
C0015852,Fermentation
C1335851,SNCG gene
C1883254,Synthesis
C2613298,cellular component maintenance
C1818891,mitochondrial DNA metabolic process
C0556991,Fuel
C0243144,Uptake
C0522505,Upstream
C1454487,"MYC protein, human"
C0441513,Surgical construction
C0022157,Isocitrate Dehydrogenase (NAD+)
C0585361,Twice a day
C1516360,Cell Stress Process
C1520801,18q21.1
C1520599,14q32
C0234227,Indolent
C1999216,Inhibitor
C0002788,Mitotic Anaphase
C3899394,Definitely
C0034865,"Recombination, Genetic"
C0338106,Adenocarcinoma of colon
C3273253,Complex Karyotype
C1511689,DNA Repair Pathway
C0206503,Dental Waste
C0700124,Dilated
C3274558,Great vessel abnormalities
C0444498,In situ
C0596087,Angiogenesis Inhibitors
C0290149,Angiostatins
C0534628,Endostatins
C0259990,Oncologists
C0796392,bevacizumab
C0877373,Advanced Malignant Neoplasm
C0147139,Thrombospondin 1
C1707310,Cascade Device
C0013930,"Embolism, Tumor"
C0694872,CDH1 gene
C0007427,CATHEPSIN D
C0042071,urokinase
C0165519,Matrix Metalloproteinase 9
C1152589,metalloendopeptidase inhibitor activity
C0085144,Autocrine Motility Factor
C0023946,Locomotion
C1621958,Glioblastoma Multiforme
C4330475,Immune Cell
C0033607,Protease Inhibitors
C4505151,Liquid Biopsy
C4331441,Tumor DNA
C1513276,Neoplasm Micrometastasis
C0012524,Catechol Oxidase
C1422072,MAGEC2 gene
C0012923,DNA Viruses
C1423842,NELFCD gene
C5392070,Immune Checkpoint Proteins
C0965245,"CD274 protein, human"
C0425152,Engaged to be married
C5436988,Autoimmune manifestations
C0004381,Automobiles
C4684977,Immune Checkpoint Inhibitors
C0005516,Biological Markers
C0086143,Diagnostic tests
C0021083,Immunotherapy
C1155661,Mismatch Repair
C0524550,Nucleotide Excision Repair
C1158512,recombinational repair
C1519302,Short Tandem Repeat
C0252642,"MLH1 protein, human"
C0920269,Microsatellite Instability
C0043346,Xeroderma Pigmentosum
C0005859,Bloom Syndrome
C0015625,Fanconi Anemia
C0033640,Protein Kinases
C1150636,vascular endothelial growth factor receptor activity
C0346429,Multiple malignancy
C1276305,Curative - procedure intent
C0280950,cancer-related problem/condition
C0521723,"Corneal dystrophy, epithelial basement membrane"
C0812384,EMP1 gene
C1158489,intron homing
C0231185,Inefficient
C0037775,Spatial Distribution
C0038817,Sunlight
C1157720,melanin biosynthetic process
C2350024,Metabolic Stress
C0026428,"Monitoring, Immunologic"
C4553328,Clinical Outcome Assessment
C0205269,Unresponsive to Treatment
C1519680,Tumor Immunity
C4015070,Systemic autoinflammation
C4039583,Chimeric antigen receptor
C0349636,Pre B-cell acute lymphoblastic leukemia
C0026879,Mutagens
C0007531,Cecum
C0150103,MATCHING
C0796369,microsatellite instability diagnostic test
C4331357,Sun-exposed Site
C0010360,Cross-Linking Reagents
C0025033,mechlorethamine
C0294028,BRCA2 Protein
C1419240,RAD51 gene
C1519877,V(D)J Recombination
C0021588,AID - Artificial insemination by donor
C1817823,somatic diversification of immunoglobulins
C1999002,Actual Negative Coping
C0085218,RAG1 gene
C1419248,RAG2 gene
C0677898,Invasive Malignant Neoplasm
C0872097,Anoikis
C3891660,Tumor-Associated Macrophage
C0184661,Interventional procedure
C1257954,Cyclooxygenase 2 Inhibitors
C0864963,Malignant neoplasm of skin of scrotum
C2916831,HER1 Antagonists
C1515259,Telomerase Inhibitor
C0151686,Growth retardation
C0002073,Alkylating Agents
C0032457,Polycyclic Hydrocarbons
C0005052,benzopyrene
C0010583,cyclophosphamide
C0008163,chlorambucil
C0028210,Nitrosourea Compounds
C0220794,benzanthracene
C0050385,cyclophosphamide/doxorubicin protocol
C0000677,"9,10-Dimethyl-1,2-benzanthracene"
C0682958,Aromatic Amines
C0002482,Amides
C0301161,Azo Dyes
C0028197,Nitrosamines
C0042684,vinyl chloride
C0028013,nickel
C0008574,chromium
C0032447,Polychlorinated Biphenyls
C0014630,Epoxy Compounds
C0596040,adduct
C0000300,2-Naphthylamine
C0025513,"Activation, Metabolic"
C1414672,FOXD3 gene
C0085180,aflatoxin B1
C0004034,Aspergillus
C0369241,Filamentous fungus
C0028137,Nitrites
C0001734,Aflatoxins
C0041370,Tumor Promoters
C1306645,Plain x-ray
C0028576,Nuclear Fission
C0034595,Radioisotopes
C1955852,Atomic Bombs
C1449773,Chernobyl Nuclear Accident
C1515001,Chromosomal structural abnormalities
C0699893,Skin carcinoma
C0034286,Pyrimidine Dimers
C0376628,Chromosome Breakage
C0035691,RNA Viruses
C0020094,Human T-lymphotropic virus 1
C0023493,Adult T-Cell Lymphoma/Leukemia
C0085224,Virus Integration
C0039371,Taxes
C1155046,T-Cell Proliferation
C1444783,Instability
C4687416,Human Herpesvirus 8 Positive
C0205832,Merkel Cells
C0019169,hepatitis B virus
C0019196,Hepatitis C
C0019163,Hepatitis B
C0024530,Malaria
C0343640,African Burkitt's lymphoma
C1334346,LMP1 EBV latent membrane protein
C3641847,Epstein-Barr Nuclear Antigen 2
C2931822,Nasopharyngeal carcinoma
C5668307,Oncogenic
C4521834,US Military enlisted E6
C4521536,US Military enlisted E7
C3714412,Bioactive substance
C0282641,Transgenes
C0262201,Area X
C0376358,Malignant neoplasm of prostate
C0333704,Chromosome Breaks
C0346153,"Breast Cancer, Familial"
C2984260,Nucleotide Excision Repair Pathway
C2936626,Tumor Microenvironment
C1880263,Deep Tissue Invasion
C1707283,Carcinogenic Metal
C3271788,vascular endothelial growth factor signaling pathway
C0301429,Animal fat
C4316305,Oral Anti-Cancer Drugs
C0596089,aniline dye
C1698986,Storage
C0016485,Food Preservatives
C4721806,Skin Basal Cell Carcinoma
C0003062,Animals
