cui,umls_concept
C0220901,prognostic
C0015733,feces
C0038056,sputum
C3178814,exome
C0009678,congenital mesh qualifier
C0599155,missense mutation
C0080089,reading frames nucleotide sequence
guanine (g),guanine g
C0010843,cytosine
C0039290,tandem repeat sequences
C0025362,mental retardation
C0729333,dynamic
C0017001,gametogenesis
C1708511,mode of inheritance
C0004352,autistic disorder
C0267971,storage disease
C0242538,inheritance
C2315666,mitochondrial mutation
C0242614,genomic imprinting
C0332232,approximate
C0184666,hospital admission
C2936488,genetic pleiotropy
C0039373,taysachs disease
C0016952,galactosemias
C0013264,muscular dystrophy duchenne
C0019069,hemophilia a
C0023786,mucopolysaccharidosis i
C0037889,hereditary spherocytosis
C0079259,dystrophin
C0205349,modified by
C0022422,judaism
C0086287,females
C1861403,variable expressivity
C0034821,low density lipoprotein receptor
C0037799,spectrin
C1705285,mutation abnormality
C0678943,recessive inheritance
C0019425,heterozygote
C0043381,y chromosome
C0949683,sex chromosome disorders
C0241764,xlinked inheritance
C0037683,son person
C0244756,fibrillin1
C0041194,tropoelastin
C0023685,ligaments
C1414542,fbn1 gene
C1706241,low complexity region
C0521942,angiotensin ii receptor antagonist
C0001645,adrenergic betaantagonists
C0034787,angiotensin receptor
C0817096,chest
C0205093,lateral
C3150807,ectodermal dysplasiasyndactyly syndrome 1
C1837514,phenotypic variation
C0332673,minor injury
C0374711,surgical repair
C0549433,surgical intervention finding
C4551497,ehlersdanlos syndrome kyphoscoliotic type
C0858034,plasma cholesterol test
C0008731,chylomicrons
C1447747,lipg protein human
C0443616,chylomicron remnants
C0368909,nonesterified cholesterol
C0023825,very low density lipoprotein
C2677792,riddle syndrome
C2612460,intermediatedensity lipoprotein particle
C0020374,hydroxymethylglutarylcoa reductase
C0333577,cholesterolosis
C0302314,xanthoma
C4021654,precocious atherosclerosis
C2698969,canadian cardiovascular society grading scale class iii
C1174937,pcsk9 protein human
C0019904,homozygote
C0439603,frequencies time pattern
C3811086,chloride transport protein 6
C0037253,skeletal system
C0042798,low vision
C0017382,genetic counseling
"1 in 10,000",1 in 10000
C0212009,iantigen
C0085756,african american
1 in 3200,1 in 3200
1 in 3500,1 in 3500
"1 in 25,000",1 in 25000
"1 in 60,000",1 in 60000
C0026703,mucopolysaccharidoses
C3178895,genes modifier
C0521117,severity of illness
C0013710,egg food product
C0260037,multiple tumors
C0700597,adulthood
C0206415,oligonucleotide primers
C4016368,autosomal recessive central core disease
C0870340,consanguineous marriage
C0205375,uniform quality
C0036874,sex differentiation
C1845977,x linked recessive
C0439605,random
C2986417,unaffected
C1325325,extracellular matrix glycoprotein
C0023317,lens crystalline
C1520630,15q21
1 in 5000,1 in 5000
C2931058,marfan syndrome type 2
C4021168,slender toe
C0240635,byzanthine arch palate
C0340643,dissection of aorta
C0042300,valvular regurgitation
C0026267,mitral valve prolapse syndrome
C0549185,hypermobility
C0677504,chromosome fragile sites
C1390474,increased susceptibility to fractures
C0035305,retinal detachment
C0019284,diaphragmatic hernia
C0149676,enzyme deficiency
C0559260,congenital scoliosis
C0599474,cholesterol biosynthesis
C0021839,intestinal mucosa
C4553195,low density array
C0065063,lipoproteins idl
C0206131,adipocytes
C0348035,oxidized low density lipoprotein
C0205666,apolipoprotein b100
C0003595,apolipoprotein e
C1819636,lowdensity lipoprotein particle receptor catabolic process
C1167211,coated pit location
C1417776,npc1 gene
C1422736,npc2 gene
C1516451,chemical modifier
C0201950,cholesterol measurement test
C5686548,autosomal dominant central core disease
C0224856,tendon sheath
C1326960,cholesterol homeostasis
C0030288,pancreatic duct
C0030293,pancreatic insufficiency
C0024115,lung diseases
C0030286,pancreatic diseases
C1413365,cftr gene
C0726639,impact food supplement
C2610987,renal sodium ion absorption
C0000854,process of absorption
C2610986,renal reabsorption
C3890558,ina complex location
C1321013,hydration status
C0004509,azoospermia
C0038826,superinfection
C0006270,bronchioles
C0033809,pseudomonas aeruginosa
C2939175,meconium ileus
C0267963,exocrine pancreatic insufficiency
C0020639,hypoproteinemia
C0010201,chronic cough
C0600260,lung diseases obstructive
C0282638,antibiotic prophylaxis
C0013423,dystonia musculorum deformans
C1159591,chloride transport
C0876973,infectious lung disorder
C0023671,life expectancy
C0029340,orthomolecular therapy
C0031485,phenylketonurias
C0751434,classical phenylketonuria
C0332155,did not receive therapy or drug for
C0199230,screening for cancer
C0751435,hyperphenylalaninaemia
C1327004,phenylalanine metabolism pathway
C0031456,phenylalanine hydroxylase
C0041485,tyrosine
C5202576,biochemical diagnosis
C0598391,enzyme replacement therapy
C0031454,phenylalanine ammonialyase
C5575095,tetrahydrobiopterin
C0027289,nadh
C5233653,no neurologic impairment
C0083183,lactase
C0022949,lactose
C0016945,galactose
C1291317,deficiency of transferase
C0060974,galactose1phosphate
C0013283,galactitol
C0449584,opacification
C0019209,hepatomegaly
C0596078,amino acid transport
C0027617,neonatal screening
C0948896,primary hypogonadism
C1518092,lysosomal function induction
C0028064,niemannpick diseases
C0027746,nerve degeneration
C1954252,ganglioside gm2 ab
C0017083,gangliosidoses
C0017082,gangliosides
C0162330,hexosaminidase a
C0035298,retina
C0228071,ganglion cell
C3697219,focal motor weakness
C0268243,niemannpick disease type b
C0268242,niemannpick disease type a
C0599122,acid sphingomyelinase
C1708477,imprinting gene
C0333574,fatty deposition
C0023730,radiotherapy systems linear accelerator
C5563324,mucous plugging
C0384156,epithelial sodium channel
C0439799,channel
C0005367,bicarbonates
C1159589,bicarbonate transport
C0439658,classic behavior
1989,1989
C0016815,functional residual capacity
C0008677,bronchitis chronic
C0302809,fulminant hepatitis
C0554103,intestinal malabsorption of fat
C0000731,abdomen distended
C0231246,failure to gain weight
C0302848,avitaminosis a
C0034888,rectal prolapse
C0161819,gastrointestinal complication
C0000545,eicosapentaenoic acid
C0741605,bout
C0746102,chronic lung disease
C0279023,chemosensitization
C1547225,mild severity of illness code
C0443252,longterm
C1160340,brain development
C0233794,memory impairment
C0266647,congenital anomalies of fetus
C0038984,sweat
C0007795,diffuse cerebral sclerosis of schilder
C0242297,dietary supplementation
C0007776,cerebral cortex
C0017639,gliosis
C0027757,nerve tissue
C0238621,aminoaciduria
C3830395,dried blood spot
C0086543,cataract
C0037822,speech disorders
C0025322,premature menopause
C0037900,sphingolipids
C1327385,protein polyubiquitination
C0024334,lysergic acid diethylamide
C0017205,gaucher disease
C0019214,hepatosplenomegaly
C0154251,lipid metabolism disorders
C0444706,measured
C0441468,photograph
C0946010,cylinder shape
C0038999,swelling
C4523940,foamy urine
C0278234,cherry red spot
C2247937,misfolded rna binding
C0337704,ashkenazi jew follower of religion
C1520372,11p154
C0007745,ceramides
C0031716,phosphorylcholine
C0017067,ganglia
C0086345,molecular genetics discipline
C0220756,niemannpick disease type c
C0017770,glucosylceramides
C0017768,glucosylceramidase
C0333837,gaucher cell
C0682757,macrophagederived cytokine
C1961835,gaucher disease type 1
C2245740,cortical endoplasmic reticulum
C0285890,alphasynuclein
C0039593,testing
C1961112,heart decompensation
C0026705,mucopolysaccharidosis ii
C0086795,pfaundlerhurler syndrome
C0011602,dermatan sulfate
C5419541,oncomine variant type
C0017921,glycogen storage disease type ii
C0020615,hypoglycemia
C0017920,glycogen storage disease type i
C0017924,glycogen storage disease type v
C0521450,lysosomal
C1444565,cardiorespiratory failure
C0205054,hepatic
C0917783,glycogen phosphorylase muscle form
C0678941,gene mutant
C0599784,glycogen metabolic process
C0018498,hair color
C0015396,eye color
C0037290,skin pigmentation
C0489786,height
C0021704,intelligence
C0022526,karyotype determination procedure
C0185014,banding procedure
C0032578,polyploidy
C3538308,protein cbfa2t2
C0026499,monosomy
C0026578,mosaicism
C1707797,disposal
C1521225,2q34
C2936403,46 xx disorders of sex development
C0205415,balanced adjective
C0333715,robertsonian translocation
C0242621,isochromosomes
C0035639,ring chromosomes
C0008626,congenital chromosomal disease
C0032246,ploidies
C1517946,loss of chromosome 1
C0795875,chromosome 21 monosomy
C0010314,criduchat syndrome
C4521766,deletion 22q112 morphologic abnormality
C0028303,nondisjunction genetic
C0024915,maternal age
C0041107,trisomy
C0152096,complete trisomy 18 syndrome
C4054315,organomegaly
C1854838,progressive neurologic deterioration
C0016895,ganglioside gm1
C1843369,vertical supranuclear gaze palsy
C0013421,dystonia
C0013362,dysarthria
C1855019,psychomotor regression
C1158409,glycolipid metabolic process
C0029453,osteopenia
C0221204,lytic lesion
C0029445,bone necrosis
C0238792,bone lesion
C0426688,liver size observable entity
C0005771,blood cell count
C0544665,skeletal function
C0871976,facial features
C0010031,cornea
C0162298,joint stiffness
C0392178,lipiduria
C1149973,iduronate2sulfatase activity
C0587240,erosion of bone
C0010038,corneal opacity
C0027080,myoglobinuria
C0023980,longevity
C1412132,acp2 gene
C3266262,multiple chronic conditions
C0600599,multifactorial inheritance
C0597336,quantitative trait loci
C0036869,sex chromosomes
C0025564,mitotic metaphase
C0333684,normal chromosomal morphology
C0000786,spontaneous abortion
C0332290,consistent with
presence of two or more populations of cells with different complements of chromosomes in the same individual,presence of two or more populations of cells with different complements of chromosomes in the same individual
C0439750,spatial mosaic
C0175723,bands
C1511695,dna sequence rearrangement
C0457309,short arm of chromosome
C1276871,long arm of chromosome
C0575519,long upper limb
C0745777,lost
C0035899,ribosomal rna genes
C1521100,22q
C0481667,live birth
C0678230,congenital epicanthus
C1853241,flat face
C0018798,congenital heart defects
C0267465,stenosis of intestine
C1261100,second toe structure
C0019322,umbilical hernia
C0026827,muscle hypotonia
C0424731,single transverse palmar crease
C0221033,trisomy x syndrome
C0026010,microphthalmos
C0741916,cardiac defects
C0240912,vertical talus
C0025958,microcephaly
C0029974,ovum
C0030652,paternal age
C0085669,acute leukemia
C3714514,infection
C0017258,gene clusters
C0020598,hypocalcemia
C0036341,schizophrenia
C1420603,tbx1 gene
C1563707,lyon hypothesis
C1420418,sry gene
C0022735,klinefelter syndrome
C0041408,turner syndrome
C0158465,acquired cubitus valgus
C0029045,oocytes
C0521110,accelerated
C0013336,dwarfism
C1420041,shox gene
C0027126,myotonic dystrophy
C1414649,fmr1 gene
C0002778,analysis of substances
C1263023,macroorchidism
C0679106,anticipation
C0118036,fragile x mental retardation protein
C0332289,transmitted by
C1839780,fragile x tremorataxia syndrome
C0600680,untranslated regions
C0040710,translating
C0205341,repeat
C0032500,polyglutamic acid
C0026591,mother person
C1563761,genes mitochondrial
C0917796,optic atrophy hereditary leber
C0021118,imprinting psychology
C1421293,ube3a gene
C0185027,imbrication procedure
C0266292,congenital anomaly of the kidney
C1836589,decreased hip abduction
C0205313,original
C0229244,structure of palpebral fissure
an iq of 25 to 50,an iq of 25 to 50
C0018817,atrial septal defects
C2753588,atrioventricular valve formation
C0023449,acute lymphocytic leukemia
C1157079,folic acid metabolism
C0008664,chromosomes human pair 21
C0504048,outflow part of right atrium
C0266617,congenital anomaly of face
C0424605,developmental delay
C0005586,bipolar disorder
C0812327,transcription factor genes
C0162789,fluorescent in situ hybridization
C4228353,cardiac malformations
C0012727,spatial displacement
C0151721,testicular hypogonadism
C0020619,hypogonadism
C0018418,gynecomastia
C0015895,fertility
C0262963,extragonadal germ cell tumor
C5444858,45xo karyotype
C1855728,low posterior hairline
C0183251,shield
C0221353,horseshoe kidney
C0149630,bicuspid aortic valve
C1839248,broad chest
C1520179,xq
"46,x, r(x)",46x rx
C0547040,minimal
C0232939,primary physiologic amenorrhea
C0020676,hypothyroidism
C0271790,subclinical hypothyroidism
C0029047,oogenesis
C3242296,occurs during
C0266371,streak ovary
C5393845,endocrine abnormalities
C0156312,atrophy of testis
C0221217,neck webbing
C4049796,abnormality of cardiovascular system morphology
C0002453,amenorrhea
C0683231,mendelian inheritance
C2825993,xq273
1 in 1550,1 in 1550
1 in 8000,1 in 8000
C1270972,mild cognitive disorder
C0233514,abnormal behavior
230,230
C0746574,methylate
C0920533,transcriptional repression
C0085177,rnabinding proteins
C0007758,cerebellar ataxia
C0242422,parkinsonian disorders
C0524894,trinucleotide repeat expansion
C0037864,spermatogenesis
C4277511,maternal inheritance
C0751837,gait ataxia
C3816734,absence of signs or symptoms
C0949628,uniparental disomy
C0000924,accidents
C0278704,malignant childhood neoplasm
C0039075,syndactyly
C0008924,cleft upper lip
C0008925,cleft palate
C0595939,stillbirth
C1527388,amniotic bands
C1880268,material deformation
C0005537,biomechanics
C0266399,infantile uterus
C0079924,oligohydramnios
C0032051,placental insufficiency
C0728907,compression
C0019552,hip structure
C0079541,holoprosencephaly
C1155468,hedgehog signaling pathway
C5680284,rare developmental defect during embryogenesis
C0000846,agenesis
C0243065,aplasia nos
C0243069,hypoplasia
C0243066,atresia
C0035920,rubella
C0039736,thalidomide
C0003286,anticonvulsants
C0043031,warfarin
C0022265,isotretinoin
C0000769,teratologic
C0028040,nicotine
C0020459,hyperinsulinism
C0015938,fetal macrosomia
C0241863,diabetic
C1512806,intake
C0815083,embryonic period
C0056789,cyclopamine
C0376634,craniofacial abnormalities
C0040845,tretinoin
C0596392,craniofacial
C0039536,teratogens
C1522232,transplacental route of drug administration
C1275592,funisitis disorder
C0040556,toxoplasma
C0023859,listeria
C0040837,treponema
C0543419,sequela of disorder
C0318793,zika virus
C0021294,infant premature
C1112157,intrauterine infection
C0035220,respiratory distress syndrome newborn
C4048294,preterm infant
C0015934,fetal growth retardation
C1263835,infectious disorder of the fetus
C1306893,anomaly of placenta
C0032046,placenta previa
C0000832,abruptio placentae
C0442045,visceral
C0700219,cigarette smoking behavior
C0031507,phenytoin
C0020192,hyaline membrane disease
C0815321,restrained drinking scale
C0495385,intrauterine hypoxia
C0034085,pulmonary surfactants
C0000039,12dipalmitoylphosphatidylcholine
C0694756,intrauterine
C0022864,labor childbirth
C0007876,cesarean section
C0038891,chemical surfactants
C0035344,retinopathy of prematurity
C0006287,bronchopulmonary dysplasia
C1837850,no structural defects
C0231170,disability
C0444507,incidental
C0582802,digit structure
C0332447,morphologically abnormal structure morphologic abnormality
C0565599,maternal hypertension
C0332766,dislocated qualifier value
C5243499,fetal malformations
deformed foot (talipes equinovarus),deformed foot talipes equinovarus
